cell_line,auroc_mu,auroc_std,pcc_mu,pcc_std
E116,0.9069986248800769,0.0015646891630204229,0.7738009239108016,0.008594149149206467
E122,0.8782818178563117,0.0038688479196454257,0.724645884551897,0.01638523255753388
E123,0.9137923576986078,0.002092590506195945,0.7826535817580295,0.006321086803171246
