cell_line,auroc_mu,auroc_std,pcc_mu,pcc_std
E116,0.9117110484212858,0.00606381559781273,0.7711137551251653,0.016953612638327377
E122,0.9029281641947874,0.01003532963591568,0.7441504076287326,0.02440009730026713
E123,0.9262575345908527,0.0075583725711076445,0.7882373671870134,0.022090777003626928
