cell_line,auroc_mu,auroc_std,pcc_mu,pcc_std
E116,0.9077441215217039,0.009392398652716339,0.7672747366773192,0.00978136291274092
E122,0.8893784242540803,0.008921616316017154,0.7283018823521703,0.020876140993700963
E123,0.9203443870892842,0.009769624596721618,0.7856439495171019,0.015155161781775483
